PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
451,1,1,"Hogeboom, Mrs. John C (Anna Andrews)",male,58.95,0,0,2689,22.8434,,S
1,1,1,"Crosby, Capt. Edward Gifford",male,,0,0,250649,26.108,,C
1,1,3,"Brewe, Dr. Arthur Jackson",male,,0,0,A/5. 10482,40.3426,C45,C
891,1,1,"Gustafsson, Mr. Anders Vilhelm",female,,1,2,113786,96.2914,,S
1,1,2,"Slayter, Miss. Hilda Mary",male,,1,1,372622,20.1373,,S
1,1,3,"Kassem, Mr. Fared",male,,1,0,382651,0.0,,Q
396,1,3,"Fortune, Miss. Alice Elizabeth",male,80.0,1,0,219533,24.0179,,S
323,1,2,"Montvila, Rev. Juozas",female,32.09,0,0,11753,0.0,,S
428,0,3,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",male,,0,1,11753,9.9293,,Q
270,1,1,"Berglund, Mr. Karl Ivar Sven",male,0.42,0,1,228414,15.5322,,S
1,1,3,"Lang, Mr. Fang",male,1.57,1,0,14312,0.0,,C
1,0,3,"Blank, Mr. Henry",female,0.42,1,0,219533,0.0,,S
479,1,3,"Kenyon, Mrs. Frederick R (Marion)",female,5.78,0,0,349222,24.336,,C
644,1,3,"Leinonen, Mr. Antti Gustaf",male,18.09,1,0,349239,0.0,,Q
891,1,2,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",male,,0,1,2694,0.0,,S
891,0,1,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",male,,4,1,367231,0.0,,S
586,1,2,"Daly, Mr. Eugene Patrick",female,46.15,0,1,54636,0.0,,C
3,1,3,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",male,,0,0,113051,51.4246,E44,S
153,1,3,"Canavan, Miss. Mary",male,2.96,0,0,113794,0.5053,,Q
367,1,3,"Daly, Mr. Eugene Patrick",male,,0,0,SC/PARIS 2133,0.0,D7,Q
383,1,3,"Brewe, Dr. Arthur Jackson",male,36.12,0,0,228414,13.9152,,S
1,1,1,"Collyer, Mr. Harvey",male,57.15,0,1,345767,9.834,,S
891,0,2,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",male,11.72,0,0,382649,5.0416,,C
891,1,3,"Stanley, Miss. Amy Zillah Elsie",male,20.12,0,1,SC/PARIS 2133,9.9645,,S
1,1,3,"Daly, Mr. Eugene Patrick",male,4.43,4,2,367655,0.0,,S
308,1,1,"Elias, Mr. Joseph Jr",male,71.26,0,0,54636,0.0,,S
472,0,3,"Daly, Mr. Eugene Patrick",male,,4,0,2689,0.0,,S
2,1,1,"Abbott, Mrs. Stanton (Rosa Hunt)",female,,0,0,228414,0.0,,S
105,0,1,"Gustafsson, Mr. Karl Gideon",male,31.46,0,1,349239,23.6033,,S
177,0,1,"White, Mr. Percival Wayland",female,19.73,0,0,315084,16.69,,C
180,0,3,"Jardin, Mr. Jose Neto",male,22.04,0,2,349239,56.3422,,S
1,1,3,"Parrish, Mrs. (Lutie Davis)",male,34.49,0,0,347064,15.1881,A7,Q
151,1,3,"Brewe, Dr. Arthur Jackson",male,29.65,0,2,219533,0.0,,S
401,1,3,"Mellinger, Miss. Madeleine Violet",female,,1,1,11751,1.2261,,S
393,1,1,"Keefe, Mr. Arthur",male,31.48,0,2,347073,22.6529,,Q
229,1,3,"O'Sullivan, Miss. Bridget Mary",male,24.65,1,0,SC/PARIS 2133,0.0,C148,C
891,0,1,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",female,22.94,0,0,350046,0.0,,S
458,1,1,"Hogeboom, Mrs. John C (Anna Andrews)",male,,1,0,A/5 21174,24.3603,,Q
891,1,2,"Brewe, Dr. Arthur Jackson",male,7.69,1,0,A/5 21174,5.3755,,Q
484,0,3,"Lam, Mr. Ali",male,29.44,0,0,349222,3.333,,C
1,0,2,"Harrington, Mr. Charles H",male,,0,0,SOTON/O.Q. 3101307,0.0,,S
891,1,1,"Long, Mr. Milton Clyde",male,0.42,0,0,2689,0.0,E33,C
481,0,3,"Lindahl, Miss. Agda Thorilda Viktoria",male,24.98,1,2,54636,0.0,,C
84,1,2,"Nye, Mrs. (Elizabeth Ramell)",male,25.3,8,0,113796,138.8013,,S
1,1,3,"Butler, Mr. Reginald Fenton",female,,1,0,349239,18.7688,,Q
1,1,2,"Wilhelms, Mr. Charles",male,28.44,0,2,113051,0.0,,S
884,1,2,"Brewe, Dr. Arthur Jackson",female,24.66,1,0,372622,18.5473,,S
27,1,2,"O'Connell, Mr. Patrick D",male,,1,1,226593,26.2576,,Q
325,1,3,"Laroche, Miss. Simonne Marie Anne Andree",male,,0,0,219533,134.5626,,C
619,1,3,"Eklund, Mr. Hans Linus",male,,0,0,236171,52.3921,,C
754,0,3,"Daly, Mr. Eugene Patrick",male,,3,0,11751,2.8169,,S
1,1,3,"Stoytcheff, Mr. Ilia",male,5.15,0,1,363291,46.2512,,Q
399,1,1,"Humblen, Mr. Adolf Mathias Nicolai Olsen",male,3.78,1,1,113786,0.0,,S
1,1,1,"Banfield, Mr. Frederick James",male,,1,0,349239,48.4847,,C
891,1,1,"Brewe, Dr. Arthur Jackson",male,6.88,6,1,11751,26.2878,,C
1,0,2,"Nakid, Miss. Maria (""Mary"")",male,,1,0,236171,0.0,,C
471,1,1,"Karun, Miss. Manca",male,,0,0,SC/Paris 2123,3.8503,,Q
891,0,1,"Seward, Mr. Frederic Kimber",male,24.64,1,1,SC/PARIS 2133,0.0,,S
381,1,3,"Gustafsson, Mr. Karl Gideon",male,,1,0,2694,0.0,C52,Q
1,0,2,"Sundman, Mr. Johan Julian",female,,0,1,219533,0.0,,S
1,0,3,"Rintamaki, Mr. Matti",male,8.58,0,0,2641,26.9819,,Q
459,1,1,"Brewe, Dr. Arthur Jackson",male,21.88,0,0,11755,6.2148,,C
329,1,1,"Cunningham, Mr. Alfred Fleming",male,24.64,0,1,250649,2.7771,D17,S
1,1,2,"Lefebre, Master. Henry Forbes",male,57.22,0,1,349239,3.0852,E25,C
1,1,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",male,,1,0,54636,0.0,,C
555,1,3,"Lang, Mr. Fang",male,,0,0,2694,0.0,,C
891,1,3,"Yrois, Miss. Henriette (""Mrs Harbeck"")",male,33.87,0,1,A/5 21174,55.5805,,S
411,1,3,"Wells, Miss. Joan",male,60.78,0,0,113051,12.1995,,S
1,0,2,"O'Leary, Miss. Hanora ""Norah""",male,62.61,0,2,349222,54.8562,,S
686,0,1,"Daly, Mr. Eugene Patrick",male,,0,0,219533,26.257,,S
696,0,1,"Sharp, Mr. Percival James R",male,30.6,1,0,PC 17759,1.5744,,S
891,0,1,"Levy, Mr. Rene Jacques",male,67.03,4,1,A/5. 10482,2.0289,,S
553,0,1,"Sage, Master. Thomas Henry",male,40.21,0,0,248727,0.0,,C
1,1,2,"Eklund, Mr. Hans Linus",female,,0,0,PC 17609,20.6568,,C
119,1,2,"Eklund, Mr. Hans Linus",male,66.49,1,0,PC 17609,0.0,,Q
891,1,1,"Daly, Mr. Eugene Patrick",male,0.42,0,0,347083,0.0,,C
174,1,1,"Sage, Miss. Stella Anna",male,5.28,0,0,4136,22.5311,B79,S
891,1,1,"Yasbeck, Mrs. Antoni (Selini Alexander)",male,24.55,0,3,28664,24.1812,,S
621,1,1,"Partner, Mr. Austen",female,22.83,1,0,54636,0.0,,S
403,1,1,"Marvin, Mr. Daniel Warner",male,9.03,0,0,4136,0.0,,Q
1,1,1,"Hogeboom, Mrs. John C (Anna Andrews)",male,,1,0,219533,18.0849,C86,C
50,0,3,"Daly, Mr. Eugene Patrick",male,,0,0,11769,0.0,,S
1,1,3,"Asim, Mr. Adola",male,6.79,1,1,A/5 21174,20.4402,,C
122,1,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",male,,0,1,372622,32.7683,,S
621,1,3,"Brewe, Dr. Arthur Jackson",male,24.76,0,1,219533,9.6914,F2,Q
747,0,1,"Baxter, Mr. Quigg Edmond",male,21.53,8,3,113796,25.1457,,C
126,0,1,"Davis, Miss. Mary",male,42.62,0,1,14312,15.7372,,S
1,1,3,"de Mulder, Mr. Theodore",female,33.1,0,0,347083,34.3735,,S
388,1,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",male,3.27,1,0,347083,9.4618,,S
272,1,1,"Slabenoff, Mr. Petco",female,26.21,0,0,SOTON/O.Q. 392078,18.486,,S
1,1,1,"Tikkanen, Mr. Juho",female,,1,0,349239,17.4317,,S
891,1,1,"Rice, Mrs. William (Margaret Norton)",male,,0,0,324669,11.1815,,S
1,1,3,"Lang, Mr. Fang",female,24.92,1,0,SOTON/O.Q. 392078,3.7111,,S
448,0,1,"Goodwin, Master. William Frederick",male,25.95,0,0,234604,0.0,,S
299,1,3,"Karaic, Mr. Milan",male,34.53,6,0,2664,14.0165,,S
380,0,1,"Lang, Mr. Fang",male,28.28,1,0,250655,98.5332,,S
555,1,3,"Hogeboom, Mrs. John C (Anna Andrews)",female,28.2,1,0,347088,56.2644,,S
891,1,3,"Banfield, Mr. Frederick James",male,37.64,1,0,347088,0.0,,Q
50,1,3,"Hawksford, Mr. Walter James",male,3.29,0,2,A/5. 10482,0.0,,S
1,1,3,"Kelly, Mr. James",male,80.0,1,1,228414,0.0,,S
456,1,2,"Brewe, Dr. Arthur Jackson",female,0.42,5,6,113051,0.0,,S
891,1,1,"Longley, Miss. Gretchen Fiske",female,31.27,0,0,113051,7.7727,C23 C25 C27,C
1,0,3,"Icard, Miss. Amelie",male,15.0,0,0,110152,18.7892,,S
891,0,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",male,,0,1,A/5 21174,16.9772,,S
416,0,1,"Roebling, Mr. Washington Augustus II",male,80.0,8,0,349239,17.5195,B73,S
477,1,1,"Bonnell, Miss. Elizabeth",male,,1,0,C.A. 2315,20.5251,,S
891,0,1,"Daly, Mr. Eugene Patrick",male,,1,0,315084,5.2201,,C
483,1,1,"Collyer, Mr. Harvey",male,,0,0,2659,6.123,B37,Q
529,1,3,"Barkworth, Mr. Algernon Henry Wilson",male,27.47,0,0,113786,0.0,,Q
426,0,1,"White, Mr. Percival Wayland",male,24.6,0,0,219533,12.0701,E34,S
1,1,3,"Leeni, Mr. Fahim (""Philip Zenni"")",male,34.96,1,0,228414,0.0,,C
97,0,3,"Marechal, Mr. Pierre",male,0.42,0,0,SC/PARIS 2133,0.0,C87,S
590,1,1,"Daly, Mr. Eugene Patrick",female,34.24,0,2,349239,105.2964,,
891,1,3,"Fischer, Mr. Eberhard Thelander",male,,0,1,PC 17754,94.0453,,S
451,0,1,"Hogeboom, Mrs. John C (Anna Andrews)",male,80.0,0,0,C.A. 2673,0.0,,Q
853,1,1,"Hogeboom, Mrs. John C (Anna Andrews)",male,6.08,0,0,113051,0.0,,S
1,0,3,"Rintamaki, Mr. Matti",male,,0,0,349239,0.0,,S
891,0,3,"Goldschmidt, Mr. George B",female,5.92,0,0,347083,0.0,C93,S
1,1,2,"Brewe, Dr. Arthur Jackson",male,,0,0,2641,15.5302,,Q
384,0,1,"Carter, Miss. Lucile Polk",male,29.83,0,1,SOTON/O.Q. 3101307,25.5608,,Q
199,1,1,"Klaber, Mr. Herman",male,25.38,1,0,349207,12.002,,C
446,0,1,"Flynn, Mr. John Irwin (""Irving"")",male,,0,2,19928,25.0064,,Q
1,1,2,"Garfirth, Mr. John",male,71.07,6,0,350029,0.0,,C
1,1,1,"Widegren, Mr. Carl/Charles Peter",male,71.63,0,1,SOTON/OQ 3101317,0.0,,C
429,1,1,"Laleff, Mr. Kristo",male,6.06,0,1,349239,0.0,,S
445,0,1,"Cunningham, Mr. Alfred Fleming",male,67.48,0,1,PC 17754,21.99,,C
1,0,2,"Greenfield, Mr. William Bertram",male,80.0,0,0,14311,3.1166,,S
251,1,3,"Silverthorne, Mr. Spencer Victor",female,40.89,1,1,250649,19.5245,,C
550,1,1,"Nakid, Mr. Sahid",male,72.61,0,0,54636,10.9769,,C
1,1,1,"Culumovic, Mr. Jeso",male,,0,0,219533,37.0013,,S
1,1,2,"Kelly, Miss. Mary",female,24.59,7,0,SC/AH 29037,0.0,,S
220,1,3,"Moran, Miss. Bertha",male,59.22,0,0,219533,0.0,,S
1,1,1,"Lahoud, Mr. Sarkis",male,61.73,0,0,PC 17569,24.1884,,C
403,0,3,"Taussig, Mrs. Emil (Tillie Mandelbaum)",male,58.26,0,1,110813,10.9449,,S
1,1,3,"Hogeboom, Mrs. John C (Anna Andrews)",male,18.46,7,0,C.A. 2673,0.0,,S
820,1,2,"Moraweck, Dr. Ernest",female,,0,2,11751,39.6605,,S
878,1,3,"Kenyon, Mrs. Frederick R (Marion)",male,29.41,0,1,A/5 21174,25.5365,B3,S
479,0,1,"Panula, Mrs. Juha (Maria Emilia Ojala)",male,0.42,0,0,A/5 21174,25.641,,C
1,1,2,"Panula, Mrs. Juha (Maria Emilia Ojala)",male,9.1,0,0,11751,10.7127,,S
1,0,2,"Daly, Mr. Eugene Patrick",male,23.75,0,0,11751,0.0,,C
1,1,3,"Asplund, Master. Clarence Gustaf Hugo",female,6.01,0,1,11751,0.0,,C
245,1,1,"Ponesell, Mr. Martin",male,80.0,1,1,54636,18.4832,,S
470,0,3,"Rice, Mrs. William (Margaret Norton)",male,13.82,0,1,A/5 21174,17.7281,,C
596,0,1,"Young, Miss. Marie Grice",male,,0,0,347464,0.0,,Q
282,1,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",male,9.96,0,0,14312,3.4036,D47,C
1,1,3,"Givard, Mr. Hans Kristensen",male,28.66,1,2,349219,14.973,C65,S
408,1,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",male,,1,0,345767,13.4536,C83,C
891,0,1,"Johannesen-Bratthammer, Mr. Bernt",female,,0,1,230433,7.6004,,S
785,0,3,"Barbara, Miss. Saiide",male,11.1,0,0,A/5. 10482,0.0,,C
262,1,3,"Hunt, Mr. George Henry",male,0.42,0,0,349239,37.7966,,C
670,1,3,"Nysten, Miss. Anna Sofia",male,20.19,7,0,2689,0.0,,S
1,1,1,"Gilnagh, Miss. Katherine ""Katie""",male,33.34,1,0,350406,39.5775,,C
833,1,1,"McEvoy, Mr. Michael",male,6.93,1,0,110413,0.0,,S
1,0,3,"Newsom, Miss. Helen Monypeny",male,59.32,1,0,367655,0.0,,S
4,1,1,"Beckwith, Mr. Richard Leonard",male,60.76,0,0,113796,323.5439,C87,C
1,1,3,"Ryan, Mr. Patrick",male,40.71,1,0,A/5. 10482,4.2886,,S
462,0,1,"Mallet, Master. Andre",male,74.91,1,0,219533,11.1264,,C
589,1,3,"Theobald, Mr. Thomas Leonard",female,,0,0,113051,8.4621,,C
891,1,3,"Hogeboom, Mrs. John C (Anna Andrews)",male,0.42,0,1,113796,512.3292,,S
246,1,3,"Brewe, Dr. Arthur Jackson",male,29.63,1,2,A/5. 10482,56.5401,,S
1,1,1,"Carter, Mrs. William Ernest (Lucile Polk)",male,50.33,1,0,349239,378.2426,,S
891,1,2,"Banfield, Mr. Frederick James",female,65.23,0,1,11751,16.0074,,S
1,0,3,"McMahon, Mr. Martin",male,73.23,1,1,315084,52.0633,,S
891,1,1,"Barbara, Miss. Saiide",female,0.42,1,0,347085,512.3292,,C
891,1,3,"Eustis, Miss. Elizabeth Mussey",male,0.42,0,1,11753,0.0,C50,S
891,1,1,"Nirva, Mr. Iisakki Antino Aijo",male,,1,1,219533,17.3837,B37,Q
663,1,3,"Karlsson, Mr. Nils August",male,3.09,0,0,364512,9.8583,,C
1,0,3,"McMahon, Mr. Martin",male,,0,1,54636,13.1453,,Q
145,1,3,"Olsen, Mr. Henry Margido",male,7.84,1,1,315084,26.1661,,C
434,1,2,"Brewe, Dr. Arthur Jackson",female,64.35,1,1,219533,19.6953,,S
393,1,3,"Silverthorne, Mr. Spencer Victor",male,30.88,1,0,113786,0.0,,S
891,1,3,"O'Leary, Miss. Hanora ""Norah""",male,,0,1,349239,8.9104,,S
891,1,3,"Barber, Miss. Ellen ""Nellie""",male,24.49,0,0,345778,0.9553,,C
1,0,2,"Sadlier, Mr. Matthew",male,,1,0,347083,13.237,C22 C26,C
140,1,1,"Celotti, Mr. Francesco",male,24.4,1,0,A/5 21174,1.7722,,S
891,0,2,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",male,,0,0,4136,1.8585,,S
433,1,3,"Sage, Master. Thomas Henry",male,59.15,0,1,113572,9.8265,C49,Q
568,0,3,"Lang, Mr. Fang",male,,0,0,367231,0.9054,,Q
631,1,2,"Eklund, Mr. Hans Linus",male,,1,1,PC 17609,26.1859,,C
863,1,3,"Brewe, Dr. Arthur Jackson",male,4.36,1,0,2689,69.852,,C
592,0,1,"Wick, Miss. Mary Natalie",male,,0,0,349209,41.9595,,S
396,1,2,"Smith, Mr. James Clinch",male,32.81,0,0,315153,20.0112,D47,Q
1,0,3,"Montvila, Rev. Juozas",male,33.04,0,0,11751,23.2642,,S
891,1,2,"Keane, Mr. Andrew ""Andy""",female,,0,0,113796,18.4538,,Q
1,1,3,"Brewe, Dr. Arthur Jackson",male,80.0,1,1,A/5. 10482,26.6935,,C
431,1,3,"Clifford, Mr. George Quincy",male,,1,2,358585,0.0,,S
360,1,1,"White, Mr. Percival Wayland",male,,0,0,3101296,23.7414,B28,Q
46,1,3,"Barbara, Miss. Saiide",female,28.49,1,0,312992,0.0,,S
891,1,3,"Harris, Mr. Henry Birkhardt",male,27.08,7,0,PC 17759,43.7659,,S
411,1,1,"Kantor, Mrs. Sinai (Miriam Sternin)",male,14.53,1,0,349239,11.4683,E34,S
165,1,2,"Osman, Mrs. Mara",male,28.16,0,0,113796,19.5846,,S
288,0,1,"Dodge, Master. Washington",male,,1,0,349239,4.895,,S
247,1,2,"Lennon, Mr. Denis",male,,0,3,110465,0.0,,Q
891,1,3,"Frost, Mr. Anthony Wood ""Archie""",male,,1,0,SC/PARIS 2133,0.0,,S
891,1,3,"Davies, Mr. Alfred J",male,80.0,0,0,SC/PARIS 2133,0.668,,S
297,1,3,"Stankovic, Mr. Ivan",male,,1,0,2664,15.4505,C92,Q
1,0,1,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",male,,0,0,C.A. 29178,0.0,,C
766,1,3,"Hogeboom, Mrs. John C (Anna Andrews)",female,,1,0,349222,23.4299,,C
431,1,1,"Moran, Miss. Bertha",male,32.71,0,0,2689,9.7142,,Q
381,1,3,"Van Impe, Mr. Jean Baptiste",male,,1,1,SW/PP 751,0.0,C68,S
891,1,1,"McCormack, Mr. Thomas Joseph",male,42.76,0,0,A/5 21174,26.124,,S
1,0,1,"Bostandyeff, Mr. Guentcho",male,,1,0,113796,0.0,,S
805,1,3,"Pain, Dr. Alfred",female,2.0,0,0,C.A. 37671,23.7932,,C
891,1,1,"Kantor, Mr. Sinai",female,,7,0,349209,440.5201,D35,S
433,1,2,"Collyer, Mr. Harvey",male,,0,0,36963,0.0,,S
891,0,2,"Silverthorne, Mr. Spencer Victor",female,0.42,0,0,2689,0.0,,C
1,1,3,"Nakid, Miss. Maria (""Mary"")",male,10.65,0,0,SOTON/O.Q. 392078,3.7992,,S
495,1,1,"Nakid, Miss. Maria (""Mary"")",male,,0,0,382649,25.4155,,S
632,1,3,"Leinonen, Mr. Antti Gustaf",male,,0,0,228414,0.0,,C
657,1,1,"Daly, Mr. Eugene Patrick",male,26.15,0,1,SC/AH 29037,0.0,,C
891,1,1,"Aks, Mrs. Sam (Leah Rosen)",female,,0,0,347464,3.5314,C54,Q
891,1,3,"Marvin, Mr. Daniel Warner",male,0.42,0,0,SC/PARIS 2133,0.0,B79,S
676,1,3,"Jussila, Miss. Katriina",male,11.39,1,2,345767,0.0,B57 B59 B63 B66,Q
1,1,3,"Brewe, Dr. Arthur Jackson",male,,2,1,A/5. 10482,21.38,C47,S
828,0,1,"Yasbeck, Mrs. Antoni (Selini Alexander)",female,12.44,0,2,347083,18.4626,F33,C
457,0,3,"Richards, Mrs. Sidney (Emily Hocking)",male,35.07,1,2,330959,7.7513,,S
1,0,2,"Johannesen-Bratthammer, Mr. Bernt",male,25.77,0,0,C.A. 2673,0.0,,Q
530,1,1,"Smart, Mr. John Montgomery",female,74.55,0,2,31028,0.0,,S
133,1,1,"Bradley, Mr. George (""George Arthur Brayton"")",female,,0,3,113794,0.0,C123,S
503,1,3,"Silverthorne, Mr. Spencer Victor",male,,1,1,113051,1.1005,,S
891,0,3,"Daly, Mr. Eugene Patrick",female,,8,0,2664,1.4907,,C
473,1,3,"Flynn, Mr. John",male,61.17,0,0,113786,0.0,,S
652,1,3,"Brewe, Dr. Arthur Jackson",male,31.66,1,2,2689,20.8474,,S
403,1,1,"Risien, Mr. Samuel Beard",female,,0,0,11751,35.5563,,Q
891,0,3,"Klaber, Mr. Herman",female,20.34,0,0,14312,25.6497,,Q
1,1,1,"Panula, Mrs. Juha (Maria Emilia Ojala)",male,9.25,0,1,113051,0.0,,S
448,1,3,"O'Leary, Miss. Hanora ""Norah""",male,,0,3,349239,16.099,,S
1,1,2,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",male,33.02,1,0,374910,9.0992,C92,S
851,0,3,"Barbara, Miss. Saiide",female,30.0,0,0,SC/PARIS 2133,6.5656,,S
289,0,3,"Ibrahim Shawah, Mr. Yousseff",male,,1,3,SOTON/O.Q. 392078,9.4294,,C
1,0,3,"Brewe, Dr. Arthur Jackson",female,68.17,1,0,374910,0.0,,Q
60,1,3,"Barbara, Miss. Saiide",male,0.42,0,1,C.A. 2673,0.0,,Q
138,0,1,"Richards, Master. George Sibley",male,,1,1,17764,0.0,C49,C
416,1,1,"Andersson, Mr. Anders Johan",male,33.96,0,0,A/5. 10482,0.0,,S
1,1,1,"Daly, Mr. Eugene Patrick",male,0.42,0,0,113056,33.6251,,Q
595,0,2,"Harris, Mr. George",male,0.42,0,1,14311,10.224,B5,S
659,0,2,"Novel, Mr. Mansouer",male,,1,1,347083,9.7596,,C
409,1,2,"McKane, Mr. Peter David",male,,0,1,349239,0.0,D46,S
1,1,3,"Gustafsson, Mr. Karl Gideon",female,0.42,0,0,A/5. 10482,0.0,,S
891,1,1,"Eklund, Mr. Hans Linus",female,9.29,0,0,113796,4.6444,,C
615,0,3,"Brewe, Dr. Arthur Jackson",male,,0,0,19943,0.0,C103,S
1,1,2,"Holm, Mr. John Fredrik Alexander",female,0.42,0,0,2689,0.0,,S
1,0,3,"van Melkebeke, Mr. Philemon",male,41.64,1,3,PC 17754,48.0314,,S
700,1,3,"Becker, Miss. Marion Louise",female,,0,0,349222,26.1531,,S
1,0,3,"Lang, Mr. Fang",male,,6,0,29106,128.2738,,C
1,1,3,"Klasen, Mr. Klas Albin",male,7.0,0,1,14312,0.0,,Q
293,1,3,"Braund, Mr. Lewis Richard",male,26.42,1,0,11751,6.8732,,C
805,1,1,"Compton, Miss. Sara Rebecca",female,36.61,0,0,113572,0.0,,S
891,0,1,"Hogeboom, Mrs. John C (Anna Andrews)",male,24.62,0,0,11753,0.0,,Q
780,1,1,"Sundman, Mr. Johan Julian",female,,1,0,2694,0.0,,C
787,0,1,"Maenpaa, Mr. Matti Alexanteri",male,,0,0,A/5. 10482,0.0,,Q
1,1,1,"Collyer, Mr. Harvey",male,,0,1,347464,0.0,,S
1,1,3,"Sage, Mr. Douglas Bullen",male,34.85,0,0,PC 17609,21.0067,,C
1,1,1,"Foreman, Mr. Benjamin Laventall",male,,1,0,11751,42.1923,F4,S
1,0,1,"Nicholson, Mr. Arthur Ernest",male,28.55,0,0,2689,4.5372,,C
891,1,1,"Barbara, Miss. Saiide",male,32.99,0,0,349239,0.0,,C
440,0,1,"Lang, Mr. Fang",male,63.94,0,0,113796,41.0433,,S
891,0,2,"Alhomaki, Mr. Ilmari Rudolf",male,,1,0,374910,50.9523,,S
478,1,3,"Barbara, Miss. Saiide",male,,1,0,14312,3.5942,,C
862,1,3,"Ivanoff, Mr. Kanio",male,4.93,1,0,2694,0.0,A34,S
891,0,1,"Andersson, Miss. Ebba Iris Alfrida",female,,0,0,349214,0.0,,C
1,1,1,"Adams, Mr. John",male,,0,0,219533,0.0,,S
1,1,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",male,7.59,0,0,350046,353.2402,,C
500,1,1,"Bailey, Mr. Percy Andrew",female,33.78,0,0,4136,8.5492,,S
564,0,2,"Shelley, Mrs. William (Imanita Parrish Hall)",male,77.52,0,0,349222,34.9286,,S
615,1,1,"Panula, Mr. Jaako Arnold",male,,1,0,11751,21.6589,,S
757,0,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",male,64.09,1,0,315084,24.5332,,C
659,1,2,"Collyer, Mr. Harvey",male,,0,0,2694,0.0,C78,S
514,0,3,"Hendekovic, Mr. Ignjac",male,31.13,0,0,315084,142.7074,,S
891,1,1,"Lulic, Mr. Nikola",male,,0,1,A/5 21174,38.442,,Q
290,1,3,"Stoytcheff, Mr. Ilia",female,,0,0,36973,0.0,,S
891,1,1,"Mernagh, Mr. Robert",male,10.57,7,0,11753,0.0,,S
151,0,2,"Daly, Mr. Eugene Patrick",male,24.46,0,0,SC/PARIS 2133,130.7881,,S
645,1,1,"Najib, Miss. Adele Kiamie ""Jane""",male,,0,0,110413,0.0,D11,S
534,1,1,"Brewe, Dr. Arthur Jackson",male,21.89,0,0,PC 17759,49.0855,,S
755,1,3,"Hansen, Mr. Henrik Juul",male,0.42,1,1,219533,26.4713,,Q
1,1,1,"Brown, Mr. Thomas William Solomon",male,4.08,0,1,347464,13.8825,,Q
359,1,3,"Healy, Miss. Hanora ""Nora""",male,20.64,0,0,315084,9.3635,,C
891,1,1,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",male,24.32,0,1,A/5. 10482,0.0617,,S
891,0,1,"Fleming, Miss. Margaret",male,0.42,1,2,236171,49.8679,,Q
478,0,1,"Giles, Mr. Frederick Edward",male,,0,0,28664,0.0,,S
891,0,1,"Humblen, Mr. Adolf Mathias Nicolai Olsen",female,47.89,7,0,219533,22.8398,,C
1,1,3,"Tikkanen, Mr. Juho",male,,0,0,2689,45.6835,,S
176,1,3,"Daly, Mr. Eugene Patrick",male,80.0,1,0,113796,0.0,E49,S
662,0,2,"Giles, Mr. Frederick Edward",male,,0,2,113056,25.9263,,C
441,1,3,"Gustafsson, Mr. Karl Gideon",female,3.59,0,0,349239,0.0,,S
460,0,1,"Dean, Master. Bertram Vere",female,,1,0,11753,2.0748,,C
403,1,3,"Hogeboom, Mrs. John C (Anna Andrews)",female,27.59,0,1,SC/PARIS 2133,5.4143,,S
432,1,3,"Carter, Mrs. William Ernest (Lucile Polk)",male,14.47,0,0,349239,0.0,,Q
891,1,2,"Connaghton, Mr. Michael",male,6.89,0,0,374910,0.0,,S
505,1,3,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",male,2.45,1,0,349239,0.0,,Q
1,0,3,"Soholt, Mr. Peter Andreas Lauritz Andersen",male,,0,1,374910,24.5539,,C
669,1,3,"Lindahl, Miss. Agda Thorilda Viktoria",male,,1,0,11751,7.9947,,S
136,0,2,"Becker, Master. Richard F",female,,0,1,A/5. 10482,0.0,C68,Q
92,1,3,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",female,3.73,6,1,11751,0.0,,S
891,1,3,"Olsen, Mr. Henry Margido",female,,2,0,250655,6.0754,E49,Q
331,1,1,"Barbara, Miss. Saiide",female,11.71,0,0,SC/PARIS 2133,18.3377,D47,C
891,1,3,"Widegren, Mr. Carl/Charles Peter",male,0.42,0,0,349239,0.0,,S
1,0,3,"Nosworthy, Mr. Richard Cater",male,,0,0,11755,29.2583,,S
414,1,3,"Daly, Mr. Eugene Patrick",male,,1,0,19943,0.906,,S
